Store Ranking,,,,,,,,,,,
Time:Latest 104 Weeks Thu-Wed Ending 012925,,,,,,,,,,,
Product:Soft-Drink,,,,,,,,,,,
Product2:Products by Vendor/Brand,,,,,,,,,,,
Vendor:All Vendors,,,,,,,,,,,
Sobeys Brand:All Brands,,,,,,,,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,,,,,,,,
Geography,Location No,Store No,Store Name,Division Name,Format Name,Banners Name,Store Address,Store Status - 52 Weeks,City Name,Province Name,Postal Code
Store 1164,10623,1164,Store 1164,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1165,10741,1165,Store 1165,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1166,10622,1166,Store 1166,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1167,13024,1167,Store 1167,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1168,14724,1168,Store 1168,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1169,10557,1169,Store 1169,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1170,14504,1170,Store 1170,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1171,13905,1171,Store 1171,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1172,14044,1172,Store 1172,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1173,10656,1173,Store 1173,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1174,10773,1174,Store 1174,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1175,10802,1175,Store 1175,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1176,10739,1176,Store 1176,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1177,10604,1177,Store 1177,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1178,12524,1178,Store 1178,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1179,15045,1179,Store 1179,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1180,16826,1180,Store 1180,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1181,19466,1181,Store 1181,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1182,10611,1182,Store 1182,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1183,10609,1183,Store 1183,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1184,13645,1184,Store 1184,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1185,10507,1185,Store 1185,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1186,10529,1186,Store 1186,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1187,13464,1187,Store 1187,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1188,10733,1188,Store 1188,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1189,10734,1189,Store 1189,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1190,16407,1190,Store 1190,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1191,15424,1191,Store 1191,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1192,14732,1192,Store 1192,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1193,12103,1193,Store 1193,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1194,20406,1194,Store 1194,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1195,16584,1195,Store 1195,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1196,10192,1196,Store 1196,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1197,10806,1197,Store 1197,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1198,10804,1198,Store 1198,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1199,16644,1199,Store 1199,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1200,17345,1200,Store 1200,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1201,13324,1201,Store 1201,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1202,16904,1202,Store 1202,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1203,20552,1203,Store 1203,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1204,10766,1204,Store 1204,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1205,14004,1205,Store 1205,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1206,10721,1206,Store 1206,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1207,10793,1207,Store 1207,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1208,10624,1208,Store 1208,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1209,25247,1209,Store 1209,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1210,10519,1210,Store 1210,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1211,10558,1211,Store 1211,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1212,10565,1212,Store 1212,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1213,10567,1213,Store 1213,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1214,10580,1214,Store 1214,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1215,10586,1215,Store 1215,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1216,10590,1216,Store 1216,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1217,10592,1217,Store 1217,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1218,10596,1218,Store 1218,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1219,10598,1219,Store 1219,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1220,10600,1220,Store 1220,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1221,10602,1221,Store 1221,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1222,12545,1222,Store 1222,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1223,13984,1223,Store 1223,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1224,14750,1224,Store 1224,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1225,15044,1225,Store 1225,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1226,16249,1226,Store 1226,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1227,19446,1227,Store 1227,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1228,24126,1228,Store 1228,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1229,24426,1229,Store 1229,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1230,24464,1230,Store 1230,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1231,24486,1231,Store 1231,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1232,24904,1232,Store 1232,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1233,24905,1233,Store 1233,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1234,25225,1234,Store 1234,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1235,14048,1235,Store 1235,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1236,14984,1236,Store 1236,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1237,10193,1237,Store 1237,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1238,10727,1238,Store 1238,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1239,10545,1239,Store 1239,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1240,10686,1240,Store 1240,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1241,10500,1241,Store 1241,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1242,10194,1242,Store 1242,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1243,10620,1243,Store 1243,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1244,10526,1244,Store 1244,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1245,16264,1245,Store 1245,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1246,16004,1246,Store 1246,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1247,17424,1247,Store 1247,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1248,16247,1248,Store 1248,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1249,16044,1249,Store 1249,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1250,15744,1250,Store 1250,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1251,10488,1251,Store 1251,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1252,10489,1252,Store 1252,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1253,10493,1253,Store 1253,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1254,10496,1254,Store 1254,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1255,10497,1255,Store 1255,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1256,10498,1256,Store 1256,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1257,10499,1257,Store 1257,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1258,10509,1258,Store 1258,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1259,12885,1259,Store 1259,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1260,16405,1260,Store 1260,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1261,16585,1261,Store 1261,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1262,20885,1262,Store 1262,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1263,21245,1263,Store 1263,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1264,21964,1264,Store 1264,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1265,10662,1265,Store 1265,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1266,10744,1266,Store 1266,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1267,14749,1267,Store 1267,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1268,16406,1268,Store 1268,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1269,17005,1269,Store 1269,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1270,10723,1270,Store 1270,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1271,10811,1271,Store 1271,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1272,10514,1272,Store 1272,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1273,10795,1273,Store 1273,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1274,15046,1274,Store 1274,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1275,10518,1275,Store 1275,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1276,17325,1276,Store 1276,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1277,10541,1277,Store 1277,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1278,14726,1278,Store 1278,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1279,16825,1279,Store 1279,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1280,21206,1280,Store 1280,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1281,12523,1281,Store 1281,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1282,19944,1282,Store 1282,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1283,17270,1283,Store 1283,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1284,24344,1284,Store 1284,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1285,14045,1285,Store 1285,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1286,14524,1286,Store 1286,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1287,19345,1287,Store 1287,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1288,17324,1288,Store 1288,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1289,14734,1289,Store 1289,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1290,10510,1290,Store 1290,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1291,14284,1291,Store 1291,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1292,10555,1292,Store 1292,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1293,10703,1293,Store 1293,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1294,10704,1294,Store 1294,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1295,13705,1295,Store 1295,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1296,19346,1296,Store 1296,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1297,13604,1297,Store 1297,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1298,13304,1298,Store 1298,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1299,10670,1299,Store 1299,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1300,10450,1300,Store 1300,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1301,22064,1301,Store 1301,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1302,16664,1302,Store 1302,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1303,10798,1303,Store 1303,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1304,10728,1304,Store 1304,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1305,10671,1305,Store 1305,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1306,13105,1306,Store 1306,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1307,10767,1307,Store 1307,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1308,10794,1308,Store 1308,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1309,16364,1309,Store 1309,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1310,13704,1310,Store 1310,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1311,10522,1311,Store 1311,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1312,19347,1312,Store 1312,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1313,10453,1313,Store 1313,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1314,10682,1314,Store 1314,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,INACTIVE,UNKNOWN,QC,UNKNOWN
Store 1315,17124,1315,Store 1315,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1316,13044,1316,Store 1316,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1317,10713,1317,Store 1317,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1318,10714,1318,Store 1318,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1319,14285,1319,Store 1319,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1320,10454,1320,Store 1320,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
Store 1321,19284,1321,Store 1321,QUE FS+COMM,QUE FULL SERVICE,IGA & IGA EXTRA,UNKNOWN,ACTIVE,UNKNOWN,QC,UNKNOWN
