Store Ranking,,,,,,,,,,,
Time:Latest 104 Weeks Thu-Wed Ending 012925,,,,,,,,,,,
Product:Soft-Drink,,,,,,,,,,,
Product2:Products by Vendor/Brand,,,,,,,,,,,
Vendor:All Vendors,,,,,,,,,,,
Sobeys Brand:All Brands,,,,,,,,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,,,,,,,,
Geography,Location No,Store No,Store Name,Division Name,Format Name,Banners Name,Store Address,Store Status - 52 Weeks,City Name,Province Name,Postal Code
Store 523,20025,523,Store 523,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 524,19976,524,Store 524,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 525,19982,525,Store 525,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 526,20086,526,Store 526,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 527,20023,527,Store 527,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 528,20020,528,Store 528,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 529,19988,529,Store 529,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 530,19996,530,Store 530,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 531,19969,531,Store 531,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 532,20022,532,Store 532,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 533,20030,533,Store 533,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 534,20027,534,Store 534,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 535,20003,535,Store 535,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 536,20035,536,Store 536,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 537,19999,537,Store 537,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 538,19989,538,Store 538,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 539,20021,539,Store 539,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 540,20029,540,Store 540,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 541,20032,541,Store 541,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 542,20017,542,Store 542,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 543,19971,543,Store 543,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 544,19984,544,Store 544,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 545,19985,545,Store 545,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 546,20006,546,Store 546,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 547,20009,547,Store 547,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 548,20036,548,Store 548,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 549,20013,549,Store 549,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 550,19995,550,Store 550,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 551,19972,551,Store 551,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 552,19979,552,Store 552,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 553,19980,553,Store 553,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 554,19997,554,Store 554,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 555,20007,555,Store 555,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 556,20008,556,Store 556,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 557,20014,557,Store 557,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 558,20015,558,Store 558,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 559,20016,559,Store 559,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 560,20031,560,Store 560,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 561,20345,561,Store 561,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 562,21904,562,Store 562,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 563,24527,563,Store 563,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 564,24528,564,Store 564,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 565,19970,565,Store 565,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 566,19983,566,Store 566,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,BC,UNKNOWN
Store 567,20028,567,Store 567,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,BC,UNKNOWN
Store 568,20102,568,Store 568,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 569,20113,569,Store 569,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 570,20103,570,Store 570,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 571,20108,571,Store 571,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 572,20105,572,Store 572,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 573,20095,573,Store 573,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 574,20099,574,Store 574,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 575,20100,575,Store 575,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 576,20101,576,Store 576,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,MB,UNKNOWN
Store 577,20106,577,Store 577,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,MB,UNKNOWN
Store 578,20110,578,Store 578,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 579,20115,579,Store 579,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 580,20117,580,Store 580,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 581,20119,581,Store 581,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,MB,UNKNOWN
Store 582,20120,582,Store 582,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 583,20121,583,Store 583,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 584,20122,584,Store 584,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 585,20123,585,Store 585,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 586,20125,586,Store 586,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 587,20126,587,Store 587,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 588,20127,588,Store 588,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 589,20128,589,Store 589,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,MB,UNKNOWN
Store 590,20129,590,Store 590,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,MB,UNKNOWN
Store 591,20094,591,Store 591,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 592,20093,592,Store 592,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 593,20092,593,Store 593,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 594,20088,594,Store 594,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 595,20089,595,Store 595,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 596,20091,596,Store 596,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 597,22225,597,Store 597,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 598,22185,598,Store 598,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 599,20137,599,Store 599,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 600,20138,600,Store 600,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 601,20141,601,Store 601,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 602,20149,602,Store 602,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,SK,UNKNOWN
Store 603,20150,603,Store 603,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 604,20130,604,Store 604,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,SK,UNKNOWN
Store 605,20133,605,Store 605,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,SK,UNKNOWN
Store 606,20134,606,Store 606,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 607,20135,607,Store 607,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,SK,UNKNOWN
Store 608,23184,608,Store 608,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,INACTIVE,UNKNOWN,SK,UNKNOWN
Store 609,23724,609,Store 609,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 610,20142,610,Store 610,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SAFEWAY,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 611,12148,611,Store 611,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 612,15408,612,Store 612,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,INACTIVE,UNKNOWN,NB,UNKNOWN
Store 613,11513,613,Store 613,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 614,11514,614,Store 614,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 615,11519,615,Store 615,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,INACTIVE,UNKNOWN,NB,UNKNOWN
Store 616,11520,616,Store 616,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 617,12805,617,Store 617,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 618,23744,618,Store 618,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 619,11537,619,Store 619,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 620,11538,620,Store 620,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 621,11540,621,Store 621,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 622,15604,622,Store 622,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 623,18105,623,Store 623,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 624,13524,624,Store 624,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 625,16964,625,Store 625,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 626,11554,626,Store 626,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 627,11557,627,Store 627,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 628,16224,628,Store 628,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 629,22106,629,Store 629,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 630,16724,630,Store 630,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 631,15244,631,Store 631,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 632,11581,632,Store 632,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 633,11505,633,Store 633,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 634,12825,634,Store 634,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 635,11526,635,Store 635,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 636,11535,636,Store 636,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 637,17284,637,Store 637,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 638,11542,638,Store 638,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 639,21304,639,Store 639,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 640,11561,640,Store 640,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 641,11562,641,Store 641,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 642,11563,642,Store 642,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 643,11566,643,Store 643,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 644,12143,644,Store 644,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 645,14144,645,Store 645,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 646,11494,646,Store 646,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 647,11495,647,Store 647,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 648,11496,648,Store 648,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 649,11500,649,Store 649,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 650,17606,650,Store 650,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 651,12904,651,Store 651,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 652,11508,652,Store 652,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 653,11512,653,Store 653,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 654,15824,654,Store 654,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 655,16164,655,Store 655,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 656,16344,656,Store 656,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 657,19424,657,Store 657,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 658,11515,658,Store 658,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 659,11517,659,Store 659,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 660,11518,660,Store 660,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 661,11522,661,Store 661,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 662,14484,662,Store 662,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 663,11527,663,Store 663,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 664,11528,664,Store 664,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 665,11529,665,Store 665,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 666,11530,666,Store 666,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 667,11532,667,Store 667,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 668,11533,668,Store 668,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 669,11534,669,Store 669,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 670,11543,670,Store 670,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 671,11545,671,Store 671,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 672,11546,672,Store 672,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 673,11547,673,Store 673,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 674,11548,674,Store 674,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 675,11550,675,Store 675,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 676,11552,676,Store 676,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 677,18104,677,Store 677,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 678,11559,678,Store 678,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 679,11560,679,Store 679,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 680,11567,680,Store 680,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 681,11573,681,Store 681,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 682,11574,682,Store 682,NATL FS+COMM+THRIFTY,NATL FULL SERVICE,SOBEYS,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
