Product & Geography Sales Metrics,,,,
Time:Promo Week Ending 050422,,,,
Sobeys Brand:All Brands,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,
Vendor:All Vendors,,,,
Geography,Product,UPC No,Dollar Sales All Sales,Unit Sales All Sales
Store 434,Pepsi Throwback 355 Ml,00006900002088,81.9,21
Store 434,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,102.66,9
Store 434,Mountain Dew Diet 591 Ml,00006900006058,81.18,9
Store 434,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 434,Comp Soft Drink Cola 1332 Ml,00005574255844,124.7,15
Store 434,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,24.1,3
Store 434,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,68.82,9
Store 434,Cocacola Classic 8520 Ml,00006700002011,227.22,21
Store 434,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,51.18,9
Store 434,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,102.36,18
Store 434,Fentimans Ginger Beer 800 Ml,00502939601222,34.12,6
Store 435,7Up Soft Drink Diet 1332 Ml,00006540001808,91.76,12
Store 435,Pepsi Multipack 4260 Ml,00006900001984,133.88,12
Store 435,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,138.74,21
Store 435,Pepsi Throwback 355 Ml,00006900002088,35.1,9
Store 435,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 435,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,27.06,3
Store 435,Mountain Dew Diet 591 Ml,00006900006058,27.06,3
Store 435,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 435,Comp Soft Drink Cola 1332 Ml,00005574255844,49.88,6
Store 435,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,72.3,9
Store 435,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,45.88,6
Store 435,Cocacola Classic 8520 Ml,00006700002011,162.3,15
Store 435,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,85.3,15
Store 435,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,68.24,12
Store 435,Muskoka Pale Ginger Ale 355 Ml,00062168063232,40.12,6
Store 436,7Up Soft Drink Diet 1332 Ml,00006540001808,22.94,3
Store 436,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 436,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,79.28,12
Store 436,Pepsi Throwback 355 Ml,00006900002088,58.5,15
Store 436,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,68.44,6
Store 436,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,137.64,18
Store 436,Mountain Dew Diet 591 Ml,00006900006058,27.06,3
Store 436,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 436,Comp Soft Drink Cola 1332 Ml,00005574255844,49.88,6
Store 436,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,48.2,6
Store 436,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,68.82,9
Store 436,Cocacola Classic 8520 Ml,00006700002011,32.46,3
Store 436,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 436,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,51.18,9
Store 436,Fentimans Ginger Beer 800 Ml,00502939601222,17.06,3
Store 436,Muskoka Pale Ginger Ale 355 Ml,00062168063232,20.06,3
Store 437,7Up Soft Drink Diet 1332 Ml,00006540001808,45.88,6
Store 437,Pepsi Multipack 4260 Ml,00006900001984,191.1,15
Store 437,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,88.4,12
Store 437,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,118.92,18
Store 437,Pepsi Throwback 355 Ml,00006900002088,35.1,9
Store 437,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,171.1,15
Store 437,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,114.7,15
Store 437,Mountain Dew Diet 591 Ml,00006900006058,54.12,6
Store 437,Fevertre Tonic Water Light 800 Ml,00506010846023,68.24,12
Store 437,Comp Soft Drink Cola 1332 Ml,00005574255844,174.58,21
Store 437,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,68.82,9
Store 437,Cocacola Classic 8520 Ml,00006700002011,162.3,15
Store 437,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,119.42,21
Store 437,Dads Root Beer 4 Ea,00083362701040,17.06,3
Store 438,7Up Soft Drink Diet 1332 Ml,00006540001808,45.88,6
Store 438,Pepsi Multipack 4260 Ml,00006900001984,76.44,6
Store 438,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,22.1,3
Store 438,Pepsi Zero Sugar 1332 Ml,00006900015936,18.1,3
Store 438,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,99.1,15
Store 438,Pepsi Throwback 355 Ml,00006900002088,70.2,18
Store 438,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 438,Mountain Dew Diet 591 Ml,00006900006058,27.06,3
Store 438,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,27.06,3
Store 438,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 438,Fevertre Tonic Water Light 800 Ml,00506010846023,34.12,6
Store 438,Comp Soft Drink Cola 1332 Ml,00005574255844,124.7,15
Store 438,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,120.5,15
Store 438,Cocacola Classic 8520 Ml,00006700002011,64.92,6
Store 438,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,102.36,18
Store 438,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,102.36,18
Store 438,Dads Root Beer 4 Ea,00083362701040,136.48,24
Store 438,Compliments Asst. Single Tins 355 Ml,00000000003654,40.12,6
Store 439,7Up Soft Drink Diet 1332 Ml,00006540001808,91.76,12
Store 439,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 439,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,66.3,9
Store 439,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,178.38,27
Store 439,Pepsi Throwback 355 Ml,00006900002088,46.8,12
Store 439,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 439,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,162.36,18
Store 439,Mountain Dew Diet 591 Ml,00006900006058,162.36,18
Store 439,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,51.18,9
Store 439,Comp Soft Drink Cola 1332 Ml,00005574255844,99.76,12
Store 439,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,96.4,12
Store 439,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,68.82,9
Store 439,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,102.36,18
Store 439,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,187.66,33
Store 439,Dads Root Beer 4 Ea,00083362701040,204.72,36
Store 439,Fentimans Ginger Beer 800 Ml,00502939601222,85.3,15
Store 440,Pepsi Multipack 4260 Ml,00006900001984,38.22,3
Store 440,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,22.1,3
Store 440,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,79.28,12
Store 440,Pepsi Throwback 355 Ml,00006900002088,46.8,12
Store 440,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,68.44,6
Store 440,Mountain Dew Diet 591 Ml,00006900006058,162.36,18
Store 440,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,54.12,6
Store 440,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,34.12,6
Store 440,Fevertre Tonic Water Light 800 Ml,00506010846023,68.24,12
Store 440,Comp Soft Drink Cola 1332 Ml,00005574255844,49.88,6
Store 440,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,24.1,3
Store 440,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,22.94,3
Store 440,Cocacola Classic 8520 Ml,00006700002011,32.46,3
Store 440,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,68.24,12
Store 440,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,68.24,12
Store 440,Fentimans Ginger Beer 800 Ml,00502939601222,34.12,6
Store 440,Muskoka Pale Ginger Ale 355 Ml,00062168063232,40.12,6
Store 441,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 441,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,237.84,36
Store 441,Pepsi Throwback 355 Ml,00006900002088,46.8,12
Store 441,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,205.32,18
Store 441,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,27.06,3
Store 441,Mountain Dew Diet 591 Ml,00006900006058,81.18,9
Store 441,Comp Soft Drink Cola 1332 Ml,00005574255844,99.76,12
Store 441,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,45.88,6
Store 441,Cocacola Classic 8520 Ml,00006700002011,64.92,6
Store 441,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,85.3,15
Store 441,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 441,Fentimans Ginger Beer 800 Ml,00502939601222,17.06,3
Store 442,Pepsi Multipack 4260 Ml,00006900001984,76.44,6
Store 442,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 442,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,99.1,15
Store 442,Pepsi Throwback 355 Ml,00006900002088,58.5,15
Store 442,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,102.66,9
Store 442,Mountain Dew Diet 591 Ml,00006900006058,243.54,27
Store 442,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,68.24,12
Store 442,Comp Soft Drink Cola 1332 Ml,00005574255844,49.88,6
Store 442,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,120.5,15
Store 442,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,45.88,6
Store 442,Cocacola Classic 8520 Ml,00006700002011,32.46,3
Store 442,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 442,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,68.24,12
Store 442,Fentimans Ginger Beer 800 Ml,00502939601222,51.18,9
Store 442,Muskoka Pale Ginger Ale 355 Ml,00062168063232,20.06,3
Store 444,Pepsi Multipack 4260 Ml,00006900001984,38.22,3
Store 444,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,79.28,12
Store 444,Pepsi Throwback 355 Ml,00006900002088,11.7,3
Store 444,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 444,Comp Soft Drink Cola 1332 Ml,00005574255844,49.88,6
Store 444,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,72.3,9
Store 444,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,22.94,3
Store 444,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,34.12,6
Store 444,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 444,Fentimans Ginger Beer 800 Ml,00502939601222,51.18,9
Store 445,7Up Soft Drink Diet 1332 Ml,00006540001808,45.88,6
Store 445,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 445,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 445,Canaddry Tonic Water 222Ml 1332 Ml,00006210002040,22.1,3
Store 445,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,178.38,27
Store 445,Pepsi Throwback 355 Ml,00006900002088,81.9,21
Store 445,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 445,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 445,Fevertre Tonic Water Light 800 Ml,00506010846023,51.18,9
Store 445,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,96.4,12
Store 445,Cocacola Classic 8520 Ml,00006700002011,129.84,12
Store 445,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,34.12,6
Store 445,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 446,7Up Soft Drink Diet 1332 Ml,00006540001808,91.76,12
Store 446,Pepsi Multipack 4260 Ml,00006900001984,76.44,6
Store 446,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,66.3,9
Store 446,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,138.74,21
Store 446,Pepsi Throwback 355 Ml,00006900002088,11.7,3
Store 446,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,171.1,15
Store 446,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,183.52,24
Store 446,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,27.06,3
Store 446,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,54.12,6
Store 446,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 446,Fevertre Tonic Water Light 800 Ml,00506010846023,170.6,30
Store 446,Comp Soft Drink Cola 1332 Ml,00005574255844,124.7,15
Store 446,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,120.5,15
Store 446,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,114.7,15
Store 446,Cocacola Classic 8520 Ml,00006700002011,259.68,24
Store 446,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 446,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,102.36,18
Store 446,Dads Root Beer 4 Ea,00083362701040,85.3,15
Store 446,Fentimans Ginger Beer 800 Ml,00502939601222,17.06,3
Store 447,7Up Soft Drink Diet 1332 Ml,00006540001808,45.88,6
Store 447,Pepsi Multipack 4260 Ml,00006900001984,38.22,3
Store 447,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,22.1,3
Store 447,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,138.74,21
Store 447,Pepsi Throwback 355 Ml,00006900002088,81.9,21
Store 447,Mountain Dew Diet 591 Ml,00006900006058,54.12,6
Store 447,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,27.06,3
Store 447,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,51.18,9
Store 447,Comp Soft Drink Cola 1332 Ml,00005574255844,24.94,3
Store 447,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,96.4,12
Store 447,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,22.94,3
Store 447,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 447,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 447,Fentimans Ginger Beer 800 Ml,00502939601222,34.12,6
Store 447,Compliments Asst. Single Tins 355 Ml,00000000003654,20.06,3
Store 448,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 448,Pepsi Throwback 355 Ml,00006900002088,11.7,3
Store 448,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,54.12,6
Store 448,Muskoka Pale Ginger Ale 355 Ml,00062168063232,20.06,3
Store 449,7Up Soft Drink Diet 1332 Ml,00006540001808,68.82,9
Store 449,Pepsi Multipack 4260 Ml,00006900001984,38.22,3
Store 449,Canaddry Gingerale 355 Ml,00006210001893,104,78
Store 449,Canaddry Tonic Water 222Ml 1332 Ml,00006210002040,22.1,3
Store 449,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,138.74,21
Store 449,Pepsi Throwback 355 Ml,00006900002088,11.7,3
Store 449,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 449,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,108.24,12
Store 449,Mountain Dew Diet 591 Ml,00006900006058,54.12,6
Store 449,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,27.06,3
Store 449,Fevertre Tonic Water Light 800 Ml,00506010846023,51.18,9
Store 449,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,24.1,3
Store 449,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,114.7,15
Store 449,Cocacola Classic 8520 Ml,00006700002011,97.38,9
Store 449,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 449,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,85.3,15
Store 449,Dads Root Beer 4 Ea,00083362701040,68.24,12
Store 449,Compliments Asst. Single Tins 355 Ml,00000000003654,20.06,3
Store 449,Muskoka Pale Ginger Ale 355 Ml,00062168063232,20.06,3
Store 451,7Up Soft Drink Diet 1332 Ml,00006540001808,114.7,15
Store 451,Pepsi Multipack 4260 Ml,00006900001984,38.22,3
Store 451,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 451,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,39.64,6
Store 451,Pepsi Throwback 355 Ml,00006900002088,46.8,12
Store 451,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,136.88,12
Store 451,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,68.82,9
Store 451,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,81.18,9
Store 451,Mountain Dew Diet 591 Ml,00006900006058,81.18,9
Store 451,Fevertre Tonic Water Light 800 Ml,00506010846023,17.06,3
Store 451,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,24.1,3
Store 451,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,68.82,9
Store 451,Cocacola Classic 8520 Ml,00006700002011,97.38,9
Store 451,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 451,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,34.12,6
Store 452,7Up Soft Drink Diet 1332 Ml,00006540001808,160.58,21
Store 452,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 452,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,22.1,3
Store 452,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,99.1,15
Store 452,Pepsi Throwback 355 Ml,00006900002088,23.4,6
Store 452,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 452,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,91.76,12
Store 452,Mountain Dew Diet 591 Ml,00006900006058,27.06,3
Store 452,Fevertre Tonic Water Light 800 Ml,00506010846023,119.42,21
Store 452,Comp Soft Drink Cola 1332 Ml,00005574255844,174.58,21
Store 452,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,45.88,6
Store 452,Cocacola Classic 8520 Ml,00006700002011,129.84,12
Store 452,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 452,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,34.12,6
Store 452,Dads Root Beer 4 Ea,00083362701040,17.06,3
Store 452,Fentimans Ginger Beer 800 Ml,00502939601222,51.18,9
Store 454,7Up Soft Drink Diet 1332 Ml,00006540001808,137.64,18
Store 454,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 454,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 454,Canaddry Tonic Water 222Ml 1332 Ml,00006210002040,44.2,6
Store 454,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,79.28,12
Store 454,Pepsi Throwback 355 Ml,00006900002088,81.9,21
Store 454,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,136.88,12
Store 454,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,22.94,3
Store 454,Mountain Dew Diet 591 Ml,00006900006058,81.18,9
Store 454,Comp Soft Drink Cola 1332 Ml,00005574255844,124.7,15
Store 454,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,96.4,12
Store 454,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,114.7,15
Store 454,Cocacola Classic 8520 Ml,00006700002011,162.3,15
Store 454,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,68.24,12
Store 454,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 454,Dads Root Beer 4 Ea,00083362701040,85.3,15
Store 454,Compliments Asst. Single Tins 355 Ml,00000000003654,40.12,6
Store 454,Muskoka Pale Ginger Ale 355 Ml,00062168063232,40.12,6
Store 455,7Up Soft Drink Diet 1332 Ml,00006540001808,68.82,9
Store 455,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,22.1,3
Store 455,Pepsi Zero Sugar 1332 Ml,00006900015936,18.1,3
Store 455,Canaddry Tonic Water 222Ml 1332 Ml,00006210002040,22.1,3
Store 455,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,158.56,24
Store 455,Pepsi Throwback 355 Ml,00006900002088,23.4,6
Store 455,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,102.66,9
Store 455,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,367.04,48
Store 455,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,108.24,12
Store 455,Mountain Dew Diet 591 Ml,00006900006058,54.12,6
Store 455,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,54.12,6
Store 455,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 455,Comp Soft Drink Cola 1332 Ml,00005574255844,124.7,15
Store 455,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,168.7,21
Store 455,Cocacola Classic 8520 Ml,00006700002011,97.38,9
Store 455,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 455,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 455,Dads Root Beer 4 Ea,00083362701040,17.06,3
Store 455,Fentimans Ginger Beer 800 Ml,00502939601222,17.06,3
Store 455,Compliments Asst. Single Tins 355 Ml,00000000003654,20.06,3
Store 456,7Up Soft Drink Diet 1332 Ml,00006540001808,68.82,9
Store 456,Pepsi Multipack 4260 Ml,00006900001984,38.22,3
Store 456,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,88.4,12
Store 456,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,59.46,9
Store 456,Pepsi Throwback 355 Ml,00006900002088,23.4,6
Store 456,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,205.32,18
Store 456,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,91.76,12
Store 456,Mountain Dew Diet 591 Ml,00006900006058,27.06,3
Store 456,Fevertre Tonic Water Light 800 Ml,00506010846023,51.18,9
Store 456,Comp Soft Drink Cola 1332 Ml,00005574255844,174.58,21
Store 456,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,120.5,15
Store 456,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,68.82,9
Store 456,Cocacola Classic 8520 Ml,00006700002011,97.38,9
Store 456,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,17.06,3
Store 456,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,17.06,3
Store 456,Dads Root Beer 4 Ea,00083362701040,17.06,3
Store 456,Fentimans Ginger Beer 800 Ml,00502939601222,102.36,18
Store 457,7Up Soft Drink Diet 1332 Ml,00006540001808,45.88,6
Store 457,Pepsi Multipack 4260 Ml,00006900001984,118.98,9
Store 457,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 457,Canaddry Tonic Water 222Ml 1332 Ml,00006210002040,44.2,6
Store 457,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,138.74,21
Store 457,Pepsi Throwback 355 Ml,00006900002088,46.8,12
Store 457,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,68.44,6
Store 457,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,22.94,3
Store 457,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,81.18,9
Store 457,Mountain Dew Diet 591 Ml,00006900006058,135.3,15
Store 457,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,81.18,9
Store 457,Cott Cola Diete Csd 2L 2000 Ml,00006150011987,52.2,6
Store 457,Fevertre Tonic Water Light 800 Ml,00506010846023,51.18,9
Store 457,Comp Soft Drink Cola 1332 Ml,00005574255844,149.64,18
Store 457,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,120.5,15
Store 457,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,45.88,6
Store 457,Cocacola Classic 8520 Ml,00006700002011,227.22,21
Store 457,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,51.18,9
Store 457,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,136.48,24
Store 457,Dads Root Beer 4 Ea,00083362701040,170.6,30
Store 457,Fentimans Ginger Beer 800 Ml,00502939601222,170.6,30
Store 457,Compliments Asst. Single Tins 355 Ml,00000000003654,20.06,3
Store 458,7Up Soft Drink Diet 1332 Ml,00006540001808,22.94,3
Store 458,Pepsi Multipack 4260 Ml,00006900001984,267.54,21
Store 458,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 458,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,79.28,12
Store 458,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,34.22,3
Store 458,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,137.64,18
Store 458,Fevertre Tonic Water Light 800 Ml,00506010846023,51.18,9
Store 458,Comp Soft Drink Cola 1332 Ml,00005574255844,74.82,9
Store 458,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,48.2,6
Store 458,Cocacola Classic 8520 Ml,00006700002011,129.84,12
Store 459,7Up Soft Drink Diet 1332 Ml,00006540001808,22.94,3
Store 459,Pepsi Multipack 4260 Ml,00006900001984,152.88,12
Store 459,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 459,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,257.66,39
Store 459,Pepsi Throwback 355 Ml,00006900002088,187.2,48
Store 459,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,68.44,6
Store 459,Mountain Dew Diet 591 Ml,00006900006058,189.42,21
Store 459,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,27.06,3
Store 459,Comp Soft Drink Cola 1332 Ml,00005574255844,149.64,18
Store 459,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,192.8,24
Store 459,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,160.58,21
Store 459,Cocacola Classic 8520 Ml,00006700002011,64.92,6
Store 459,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,187.66,33
Store 459,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,170.6,30
Store 459,Fentimans Ginger Beer 800 Ml,00502939601222,34.12,6
Store 459,Muskoka Pale Ginger Ale 355 Ml,00062168063232,20.06,3
Store 460,7Up Soft Drink Diet 1332 Ml,00006540001808,91.76,12
Store 460,Pepsi Multipack 4260 Ml,00006900001984,114.66,9
Store 460,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,44.2,6
Store 460,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,59.46,9
Store 460,Pepsi Throwback 355 Ml,00006900002088,35.1,9
Store 460,Mountain Dew Diet 591 Ml,00006900006058,27.06,3
Store 460,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,17.06,3
Store 460,Fevertre Tonic Water Light 800 Ml,00506010846023,34.12,6
Store 460,Comp Soft Drink Cola 1332 Ml,00005574255844,124.7,15
Store 460,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,48.2,6
Store 460,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,45.88,6
