Product & Geography Sales Metrics,,,,
Time:Promo Week Ending 050422,,,,
Sobeys Brand:All Brands,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,
Vendor:All Vendors,,,,
Geography,Product,UPC No,Dollar Sales All Sales,Unit Sales All Sales
Store 1018,Fanta Soda Pop Orange 1332 Ml,00006700002153,22.98,3
Store 1018,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,159.9,15
Store 1018,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,195.86,21
Store 1018,Comp Soft Drink Cola 1332 Ml,00005574255844,51.96,6
Store 1018,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,51.96,6
Store 1019,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,13,6
Store 1019,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,6.5,3
Store 1019,Barrs Drink Irn Bru 1980 Ml,00500038212068,132.84,54
Store 1019,Panache Soda Italian Strawberr 750 Ml,00062368213417,81.18,33
Store 1019,Cocacola Diet 355Ml 355 Ml,00006700001928,59.04,24
Store 1019,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,45.96,6
Store 1019,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,223.86,21
Store 1019,Cocacola Classic 2000 Ml,00006700001427,19.14,9
Store 1019,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,179.82,27
Store 1019,Pepsi Throwback 355 Ml,00006900002088,90,30
Store 1019,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,25.98,3
Store 1019,Pepsi Zero Sugar 355 Ml,00006900002372,5.98,3
Store 1020,Sprite Mini Sleek Can 1332 Ml,00006700011986,21.98,3
Store 1020,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,129.48,18
Store 1020,Pepsi Throwback 355 Ml,00006900002088,126,42
Store 1020,Comp Soft Drink Cola 1332 Ml,00005574255844,51.96,6
Store 1020,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,51.96,6
Store 1021,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,8.38,3
Store 1021,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,8.38,3
Store 1021,Redchamp Soft Drink 591 Ml,00077240316101,23.94,9
Store 1021,Barrs Drink Irn Bru 1980 Ml,00500038212068,13.16,6
Store 1021,Panache Soda Italian Strawberr 750 Ml,00062368213417,6.58,3
Store 1021,Schweppe Tonic Water 1332 Ml,00001660001012,65.94,9
Store 1021,Cocacola Diet 355Ml 355 Ml,00006700001928,6.58,3
Store 1021,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,22.98,3
Store 1021,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,95.94,9
Store 1021,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,159.84,24
Store 1021,Pepsi Throwback 355 Ml,00006900002088,153,51
Store 1021,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,110.32,12
Store 1021,Comp Soft Drink Cola 1332 Ml,00005574255844,28.58,3
Store 1021,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,28.58,3
Store 1021,Cocacola 250 Ml,00006700001918,15,9
Store 1021,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,23.98,3
Store 1021,Barqs Root Beer 500 Ml,00006700012164,7.98,3
Store 1021,Marble Pop Blueberry 200 Ml,00007441078814,5,3
Store 1021,Pepsi 591 Ml,00006900001991,23.94,9
Store 1022,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,22.98,3
Store 1022,Pepsi Throwback 355 Ml,00006900002088,45,15
Store 1022,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,110.32,12
Store 1022,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,39.98,3
Store 1022,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,28.58,3
Store 1023,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,71.96,6
Store 1024,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,25.98,3
Store 1024,Redchamp Soft Drink 591 Ml,00077240316101,34.32,12
Store 1024,Sprite 355Ml 355 Ml,00006700001932,34.32,12
Store 1024,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,63.96,6
Store 1024,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,33.98,3
Store 1024,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,27.98,3
Store 1024,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,48,6
Store 1025,7Up Soft Drink Diet 1332 Ml,00006540001808,30.18,3
Store 1025,Pepsi Throwback 355 Ml,00006900002088,54,18
Store 1025,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,39.98,3
Store 1026,Big8 Sparkling Water 2L 2000 Ml,00006448001116,33.52,12
Store 1026,Grace Soda Cream Soda 355 Ml,00005527085234,8.38,3
Store 1026,Sprite Mini Sleek Can 1332 Ml,00006700011986,43.96,6
Store 1026,Barrs Drink Irn Bru 1980 Ml,00500038212068,36.9,15
Store 1026,Panache Soda Italian Strawberr 750 Ml,00062368213417,22.14,9
Store 1026,Sprite Zero 500 Ml,00006700001888,7.38,3
Store 1026,Cocacola Diet 355Ml 355 Ml,00006700001928,22.14,9
Store 1026,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,16.76,6
Store 1026,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,39.96,6
Store 1026,Pepsi Throwback 355 Ml,00006900002088,45,15
Store 1026,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,45.96,6
Store 1026,Marble Pop Blueberry 200 Ml,00007441078814,6.38,3
Store 1027,Grace Soda Cream Soda 355 Ml,00005527085234,6.98,3
Store 1027,Barrs Drink Irn Bru 1980 Ml,00500038212068,10,6
Store 1027,Panache Soda Italian Strawberr 750 Ml,00062368213417,45,27
Store 1027,Cocacola Diet 355Ml 355 Ml,00006700001928,10,6
Store 1027,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,7.98,3
Store 1027,Grace Soda Pineapple 355 Ml,00005527085229,7.98,3
Store 1027,Pepsi Throwback 355 Ml,00006900002088,17.96,6
Store 1027,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,21.98,3
Store 1027,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,28.58,3
Store 1027,Cocacola Zero 500 Ml,00006700001463,70,42
Store 1027,Sanprrio Lemonade Raspberry 750 Ml,00077899801870,6.98,3
Store 1027,Cocacola Classic 500 Ml,00006700001462,5.98,3
Store 1028,Redchamp Soft Drink 591 Ml,00077240316101,14,6
Store 1028,Sprite 355Ml 355 Ml,00006700001932,16.76,6
Store 1028,Pepsi Throwback 355 Ml,00006900002088,63,21
Store 1028,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,27.58,3
Store 1028,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,28.58,3
Store 1028,Barqs Root Beer 500 Ml,00006700012164,14,6
Store 1029,Big8 Soda Orange 355 Ml,00006448001302,8.98,3
Store 1029,Big8 Sparkling Water 2L 2000 Ml,00006448001116,25.14,9
Store 1029,Barrs Drink Irn Bru 1980 Ml,00500038212068,44.28,18
Store 1029,Panache Soda Italian Strawberr 750 Ml,00062368213417,59.04,24
Store 1029,Schweppe Tonic Water 1332 Ml,00001660001012,87.92,12
Store 1029,Sprite Zero 500 Ml,00006700001888,14.76,6
Store 1029,Schweppe Ginger Ale 1332 Ml,00001660001010,43.96,6
Store 1029,Cocacola Diet 355Ml 355 Ml,00006700001928,51.66,21
Store 1029,Cocacola Classic 355 Ml,00006700011483,70,30
Store 1029,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,42,18
Store 1029,Grace Soda Pineapple 355 Ml,00005527085229,77,33
Store 1029,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,42,18
Store 1029,Calypso Southern Peach Lmnd 473 Ml,00007958119403,49,21
Store 1029,Comp Soft Drink Choose Up 355 Ml,00005574234576,91,39
Store 1029,Pepsi Throwback 355 Ml,00006900002088,99,33
Store 1029,Barqs Root Beer 500 Ml,00006700012164,25.14,9
Store 1029,Big8 Soft Drink Pineapple 355 Ml,00006448001810,14.76,6
Store 1029,Pepsi 1000 Ml,00006900001982,38.28,18
Store 1029,Cocacola Zero 500 Ml,00006700001463,63.8,30
Store 1029,Marble Pop Blueberry 200 Ml,00007441078814,38.28,18
Store 1029,7Up 2L 2000 Ml,00006540001073,31.9,15
Store 1030,7Up Soft Drink Diet 1332 Ml,00006540001808,43.96,6
Store 1030,Redchamp Soft Drink 591 Ml,00077240316101,9.98,3
Store 1030,Sprite Mini Sleek Can 1332 Ml,00006700011986,23.98,3
Store 1030,Barrs Drink Irn Bru 1980 Ml,00500038212068,31.92,12
Store 1030,Panache Soda Italian Strawberr 750 Ml,00062368213417,55.86,21
Store 1030,Schweppe Tonic Water 1332 Ml,00001660001012,109.9,15
Store 1030,Sprite Zero 500 Ml,00006700001888,39.9,15
Store 1030,Schweppe Ginger Ale 1332 Ml,00001660001010,43.96,6
Store 1030,Cocacola Classic 355 Ml,00006700011483,44.9,15
Store 1030,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,25.14,9
Store 1030,Calypso Southern Peach Lmnd 473 Ml,00007958119403,25.14,9
Store 1030,Comp Soft Drink Choose Up 355 Ml,00005574234576,16.76,6
Store 1030,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,19.98,3
Store 1030,Pepsi Throwback 355 Ml,00006900002088,72,24
Store 1030,Fanta Soda Pop Orange 1332 Ml,00006700002153,21.98,3
Store 1030,Canaddry Gingerale 355 Ml,00006210001240,11.56,6
Store 1030,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,19.98,3
Store 1030,Fevertre Tonic Water Light 800 Ml,00506010846023,79.92,12
Store 1030,Grtgentm Water Tonic 1500 Ml,00005578901973,19.96,6
Store 1030,Barqs Root Beer 500 Ml,00006700012164,8.38,3
Store 1030,Cocacola Zero 500 Ml,00006700001463,36.32,18
Store 1031,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,39.98,3
Store 1032,7Up Soft Drink Diet 1332 Ml,00006540001808,47.96,6
Store 1032,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,63.96,6
Store 1032,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,107.9,15
Store 1032,Pepsi Throwback 355 Ml,00006900002088,54,18
Store 1032,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,51.96,6
Store 1032,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,43.96,6
Store 1032,Comp Soft Drink Cola 1332 Ml,00005574255844,68.78,9
Store 1032,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,25.98,3
Store 1032,Pepsi 1000 Ml,00006900001982,5.98,3
Store 1032,Cocacola Zero 500 Ml,00006700001463,17.94,9
Store 1032,Marble Pop Blueberry 200 Ml,00007441078814,23.92,12
Store 1033,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,137.88,18
Store 1033,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,191.88,18
Store 1033,Pepsi Throwback 355 Ml,00006900002088,54,18
Store 1033,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,55.96,6
Store 1033,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,63.96,6
Store 1033,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,25.98,3
Store 1035,Canaddry Club Soda 355Ml 355 Ml,00006210001243,25.98,3
Store 1035,Barrs Drink Irn Bru 1980 Ml,00500038212068,14.76,6
Store 1035,Panache Soda Italian Strawberr 750 Ml,00062368213417,14.76,6
Store 1035,Cocacola Classic 355 Ml,00006700011483,33.52,12
Store 1035,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,16.76,6
Store 1035,Grace Soda Pineapple 355 Ml,00005527085229,16.76,6
Store 1035,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,139.86,21
Store 1035,Pepsi Throwback 355 Ml,00006900002088,9,3
Store 1035,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,63.96,6
Store 1035,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,110.32,12
Store 1035,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,95.94,9
Store 1035,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,77.94,9
Store 1035,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,23.98,3
Store 1035,Pepsi 591 Ml,00006900001991,23.94,9
Store 1035,Cocacola Classic 500 Ml,00006700001462,31.92,12
Store 1035,Pepsi Zero Sugar 355 Ml,00006900002371,8.38,3
Store 1035,Sprite 12X355Ml 355 Ml,00006700011485,8.38,3
Store 1036,Big8 Soda Orange 355 Ml,00006448001302,9.58,3
Store 1036,Big8 Sparkling Water 2L 2000 Ml,00006448001116,26.94,9
Store 1036,Redchamp Soft Drink 591 Ml,00077240316101,53.88,18
Store 1036,Sprite 355Ml 355 Ml,00006700001932,26.94,9
Store 1036,Sprite Mini Sleek Can 1332 Ml,00006700011986,21.98,3
Store 1036,Panache Soda Italian Strawberr 750 Ml,00062368213417,15.96,6
Store 1036,Schweppe Tonic Water 1332 Ml,00001660001012,87.92,12
Store 1036,Cocacola Diet 355Ml 355 Ml,00006700001928,7.98,3
Store 1036,Cocacola Classic 355 Ml,00006700011483,26.94,9
Store 1036,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,26.94,9
Store 1036,Grace Soda Pineapple 355 Ml,00005527085229,44.9,15
Store 1036,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,53.88,18
Store 1036,Calypso Southern Peach Lmnd 473 Ml,00007958119403,44.9,15
Store 1036,Comp Soft Drink Choose Up 355 Ml,00005574234576,35.92,12
Store 1036,Pepsi Throwback 355 Ml,00006900002088,27,9
Store 1036,Grtgentm Water Tonic 1500 Ml,00005578901973,10.58,3
Store 1036,Barqs Root Beer 500 Ml,00006700012164,8.98,3
Store 1036,Pepsi 1000 Ml,00006900001982,5,3
Store 1036,Cocacola Zero 500 Ml,00006700001463,13.96,6
Store 1036,7Up 2L 2000 Ml,00006540001073,6.98,3
Store 1036,Barqs Root Beer 355 Ml,00006700012379,69.8,30
Store 1036,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,41.88,18
Store 1036,Sanprrio Lemonade Raspberry 750 Ml,00077899801870,17.96,6
Store 1036,Pepsi 591 Ml,00006900001991,30.32,12
Store 1036,Cocacola Classic 500 Ml,00006700001462,44.9,15
Store 1036,Pepsi Zero Sugar 355 Ml,00006900002371,26.94,9
Store 1036,Sprite 12X355Ml 355 Ml,00006700011485,7.58,3
Store 1037,Big8 Soda Orange 355 Ml,00006448001302,15.16,6
Store 1037,7Up Soft Drink Diet 1332 Ml,00006540001808,47.96,6
Store 1037,Sprite Mini Sleek Can 1332 Ml,00006700011986,21.98,3
Store 1037,Panache Soda Italian Strawberr 750 Ml,00062368213417,7.38,3
Store 1037,Big8 Diet Cola Caffeine Free 2000 Ml,00006448001024,7.98,3
Store 1037,Cocacola Classic 355 Ml,00006700011483,15.96,6
Store 1037,Calypso Southern Peach Lmnd 473 Ml,00007958119403,15.96,6
Store 1037,Comp Soft Drink Choose Up 355 Ml,00005574234576,7.98,3
Store 1037,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,127.92,12
Store 1037,Cocacola Classic 2000 Ml,00006700001427,23.92,12
Store 1037,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,127.84,24
Store 1037,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,25.98,3
Store 1037,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,25.98,3
Store 1037,Barqs Root Beer 500 Ml,00006700012164,6.98,3
Store 1037,Cocacola Zero 500 Ml,00006700001463,5.98,3
Store 1037,Cocacola Classic 500 Ml,00006700001462,13.56,6
Store 1038,Cocacola Classic 2000 Ml,00006700001427,17.94,9
Store 1038,Pepsi Throwback 355 Ml,00006900002088,27,9
Store 1038,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,27.58,3
Store 1038,Comp Soft Drink Cola 1332 Ml,00005574255844,51.96,6
Store 1038,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,25.98,3
Store 1038,Grtgentm Water Tonic 1500 Ml,00005578901973,19.16,6
Store 1040,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,6.5,3
Store 1040,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,19.5,9
Store 1040,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
Store 1040,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,26.94,9
Store 1040,Calypso Southern Peach Lmnd 473 Ml,00007958119403,8.98,3
Store 1040,Comp Soft Drink Choose Up 355 Ml,00005574234576,17.96,6
Store 1040,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,39.96,6
Store 1040,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,43.96,6
Store 1040,Canaddry Gingerale 355 Ml,00006210001240,5.78,3
Store 1040,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,35.96,6
Store 1040,Comp Soft Drink Cola 1332 Ml,00005574255844,28.58,3
Store 1040,Cocacola Zero 500 Ml,00006700001463,13.96,6
Store 1042,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,6.98,3
Store 1042,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,51.96,6
Store 1042,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,6.98,3
Store 1042,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
Store 1042,Cocacola Diet 355Ml 355 Ml,00006700001928,12,6
Store 1042,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,53.94,9
Store 1042,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,351.78,33
Store 1042,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,194.22,27
Store 1042,Pepsi Throwback 355 Ml,00006900002088,72,24
Store 1042,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,43.96,6
Store 1042,Comp Soft Drink Cola 1332 Ml,00005574255844,51.96,6
Store 1042,Cocacola Classic 4260 Ml,00006700011402,25.98,3
Store 1043,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,7.38,3
Store 1043,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,7.38,3
Store 1043,Panache Soda Italian Strawberr 750 Ml,00062368213417,23.94,9
Store 1043,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,43.96,6
Store 1043,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,63.96,6
Store 1043,Cocacola Classic 2000 Ml,00006700001427,13.56,6
Store 1043,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,194.22,27
Store 1043,Pepsi Throwback 355 Ml,00006900002088,171,57
Store 1043,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,63.96,6
Store 1043,Comp Soft Drink Cola 1332 Ml,00005574255844,76.58,9
Store 1044,Canaddry Club Soda 355Ml 355 Ml,00006210001243,51.96,6
Store 1044,7Up Soft Drink Diet 1332 Ml,00006540001808,25.98,3
Store 1044,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,95.94,9
Store 1044,Pepsi Throwback 355 Ml,00006900002088,171,57
Store 1044,Fanta Soda Pop Orange 1332 Ml,00006700002153,19.98,3
Store 1044,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,137.9,15
Store 1044,Comp Soft Drink Cola 1332 Ml,00005574255844,48,6
Store 1044,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,76.58,6
Store 1044,Cocacola Classic 4260 Ml,00006700011402,71.96,6
Store 1045,Pepsi Throwback 355 Ml,00006900002088,9,3
Store 1045,Comp Soft Drink Cola 1332 Ml,00005574255844,47.38,6
Store 1046,Big8 Soda Orange 355 Ml,00006448001302,8.98,3
Store 1046,Canaddry Club Soda 355Ml 355 Ml,00006210001243,43.96,6
Store 1046,7Up Soft Drink Diet 1332 Ml,00006540001808,129.9,15
Store 1046,Redchamp Soft Drink 591 Ml,00077240316101,16.76,6
Store 1046,Sprite 355Ml 355 Ml,00006700001932,8.38,3
Store 1046,Barrs Drink Irn Bru 1980 Ml,00500038212068,6,3
Store 1046,Cocacola Diet 355Ml 355 Ml,00006700001928,6,3
Store 1046,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,159.9,15
Store 1046,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,119.88,18
Store 1046,Pepsi Throwback 355 Ml,00006900002088,45,15
Store 1046,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,28.58,3
Store 1046,Barqs Root Beer 500 Ml,00006700012164,16.76,6
Store 1047,Cocacola Classic 2000 Ml,00006700001427,13.16,6
Store 1047,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,64.74,9
Store 1047,Pepsi Throwback 355 Ml,00006900002088,63,21
Store 1048,7Up Soft Drink Diet 1332 Ml,00006540001808,25.98,3
Store 1048,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,91.92,12
Store 1048,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,159.9,15
Store 1048,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,27.98,3
Store 1048,Comp Soft Drink Cola 1332 Ml,00005574255844,25.98,3
Store 1048,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,51.96,6
Store 1048,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,47.96,6
Store 1048,Cocacola Classic 500 Ml,00006700001462,7.38,3
Store 1049,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,69.94,9
Store 1049,7Up Soft Drink Diet 1332 Ml,00006540001808,25.98,3
Store 1049,Schweppe Tonic Water 1332 Ml,00001660001012,21.98,3
Store 1049,Pepsi Throwback 355 Ml,00006900002088,171,57
Store 1049,Comp Soft Drink Cola 1332 Ml,00005574255844,25.98,3
Store 1049,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,77.94,9
Store 1049,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,47.96,6
Store 1050,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,13,6
Store 1050,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,16.76,6
Store 1050,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,35.98,3
Store 1050,Pepsi Throwback 355 Ml,00006900002088,45,15
Store 1050,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,137.9,15
Store 1050,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,119.94,9
Store 1050,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,85.74,9
Store 1051,Big8 Soda Orange 355 Ml,00006448001302,19.16,6
Store 1051,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,8.98,3
Store 1051,Grace Soda Cream Soda 355 Ml,00005527085234,8.98,3
Store 1051,Barrs Drink Irn Bru 1980 Ml,00500038212068,15.96,6
Store 1051,Panache Soda Italian Strawberr 750 Ml,00062368213417,7.98,3
Store 1051,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,51.96,6
Store 1051,Cocacola Classic 2000 Ml,00006700001427,26.32,12
Store 1051,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,43.16,6
Store 1051,Pepsi Throwback 355 Ml,00006900002088,27,9
Store 1051,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,86.94,9
Store 1051,Comp Soft Drink Cola 1332 Ml,00005574255844,28.58,3
Store 1051,Pepsi 1000 Ml,00006900001982,48,24
Store 1051,Cocacola Zero 500 Ml,00006700001463,12,6
Store 1051,Marble Pop Blueberry 200 Ml,00007441078814,34.9,15
Store 1051,7Up 2L 2000 Ml,00006540001073,90,45
Store 1052,Big8 Soda Orange 355 Ml,00006448001302,24.96,9
Store 1052,Canaddry Club Soda 355Ml 355 Ml,00006210001243,21.98,3
Store 1052,7Up Soft Drink Diet 1332 Ml,00006540001808,60.36,6
Store 1052,Big8 Sparkling Water 2L 2000 Ml,00006448001116,7,3
Store 1052,Redchamp Soft Drink 591 Ml,00077240316101,7,3
Store 1052,Grace Soda Cream Soda 355 Ml,00005527085234,8.38,3
Store 1052,Cocacola Classic 355 Ml,00006700011483,18,9
Store 1052,Grace Soda Pineapple 355 Ml,00005527085229,18,9
Store 1052,Calypso Southern Peach Lmnd 473 Ml,00007958119403,36,18
Store 1052,Comp Soft Drink Choose Up 355 Ml,00005574234576,12,6
Store 1052,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,129.9,15
Store 1052,Pepsi Throwback 355 Ml,00006900002088,54,18
Store 1052,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,191.46,21
Store 1052,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,28.58,3
Store 1052,Grtgentm Soda Spicy Pneapple 1500 Ml,00005578901971,30,12
Store 1052,Barqs Root Beer 500 Ml,00006700012164,7,3
Store 1052,Pepsi 1000 Ml,00006900001982,10,6
Store 1052,Cocacola Zero 500 Ml,00006700001463,20,12
Store 1052,Marble Pop Blueberry 200 Ml,00007441078814,15,9
Store 1052,7Up 2L 2000 Ml,00006540001073,15,9
Store 1052,Sanprrio Lemonade Raspberry 750 Ml,00077899801870,7,3
Store 1053,Big8 Sparkling Water 2L 2000 Ml,00006448001116,62.86,21
Store 1053,Redchamp Soft Drink 591 Ml,00077240316101,8.98,3
Store 1053,Calypso Southern Peach Lmnd 473 Ml,00007958119403,47.88,18
Store 1053,Comp Soft Drink Choose Up 355 Ml,00005574234576,23.94,9
Store 1053,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,71.94,9
Store 1053,Pepsi Diet 355Ml 12Pk 4260 Ml,00006900002428,191.88,18
Store 1053,Pepsi Throwback 355 Ml,00006900002088,9,3
Store 1053,Pepsi Wild Cherry 355Ml 12Pk 4260 Ml,00006900031002,42.98,3
Store 1053,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,25.98,3
Store 1053,Pepsi 1000 Ml,00006900001982,18,9
Store 1053,Cocacola Zero 500 Ml,00006700001463,36,18
Store 1054,7Up Soft Drink Diet 1332 Ml,00006540001808,77.94,9
Store 1054,Schweppe Tonic Water 1332 Ml,00001660001012,21.98,3
Store 1054,Comp Soft Drink Choose Up 355 Ml,00005574234576,26.94,9
Store 1054,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,49.16,6
Store 1054,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,28.98,3
Store 1054,Cocacola Classic 4260 Ml,00006700011402,23.98,3
Store 1054,Pepsi 1000 Ml,00006900001982,6.98,3
Store 1054,7Up 2L 2000 Ml,00006540001073,13.96,6
Store 1055,Big8 Sparkling Water 2L 2000 Ml,00006448001116,8.38,3
Store 1055,Redchamp Soft Drink 591 Ml,00077240316101,16.76,6
Store 1055,Sprite 355Ml 355 Ml,00006700001932,8.38,3
Store 1055,Barrs Drink Irn Bru 1980 Ml,00500038212068,7.38,3
Store 1055,Schweppe Tonic Water 1332 Ml,00001660001012,21.98,3
Store 1055,Fresca Frdge/Mate Sugar Free 355 Ml,00006700001934,22.98,3
Store 1055,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,79.92,12
Store 1055,Pepsi Throwback 355 Ml,00006900002088,72,24
Store 1055,Comp Soft Drink Cola 1332 Ml,00005574255844,48,6
Store 1055,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,57.16,6
Store 1055,Grtgentm Water Tonic 1500 Ml,00005578901973,9.58,3
