Product & Geography Sales Metrics (CCL Supplier),,,,
Time:Week Ending 10-30-24,,,,
CCL Supplier:All CCL Suppliers,,,,
CCL Brand:All CCL Brands,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
0001,Fevertre Water Tonic 800 Ml,00089819501101,337.74,39
0001,Comp Soft Drink Cola 1332 Ml,00005574255844,319.74,39
0001,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,285.86,21
0001,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,251.82,27
0001,Big8 Soft Drink Pineapple 355 Ml,00006448010529,223.84,24
0001,A&W Rootbeer 355Ml 355 Ml,00005953101002,217.82,27
0001,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,215.82,27
0001,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,188.86,21
0001,Dads Root Beer 4 Ea,00083362701040,176.22,27
0001,Panache Prem Soda Tonic Water 800 Ml,00062368213401,156.64,24
0001,7Up Soft Drink Diet 1332 Ml,00006540001808,143.88,18
0001,Cocacola Zero Sugar Dreamworld 500 Ml,00006700002146,135.92,12
0001,Grizzlypaw Root Beer 1420 Ml,00087452801001,129.9,15
0001,Philips Soda Cola All Natural 355 Ml,00081827801902,111.92,12
0001,Canaddry Gingerale Diet 4260 Ml,00006210001894,104.9,15
0001,Virgil Cream Soda 355 Ml,00003391913345,103.92,12
0001,Cocacola Soft Drink Bottle 300 Ml,00006700001805,95.94,9
0001,1642 Ginger Beer 750 Ml,00062805581928,95.94,9
0001,Nestea Iced Tea 500 Ml,00005500018383,95.94,9
0001,Grizzlypaw Cream Soda 1420 Ml,00018244001195,87.92,12
0001,Pepsi Diet Pl 24X355Ml 355 Ml,00006900002124,83.94,9
0001,Grizzlypaw Ginger Beer 1420 Ml,00018244001198,83.94,9
0001,Fentiman Soda Tonic Water 275 Ml,00502939601034,80.94,9
0001,Guarana Beverage Antarcclssc 350 Ml,00789199102390,79.92,12
0001,Jarritos Soft Drink Hibiscus 370 Ml,00009047801264,79.9,15
0001,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,78.32,12
0001,Mountain Dew Diet 591 Ml,00006900006058,77.94,9
0001,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,75.96,6
0001,Maguary Cashew Juice 1000 Ml,00789600054035,67.96,6
0001,Cocacola Zero Sugar 250 Ml,00006700001920,61.5,15
0001,Stewarts Soda Cream 355 Ml,00009879401037,59.94,9
0001,Fentiman Connoisseur Tonic 800 Ml,00502939601225,59.92,12
0001,Crystal Pepsi 591 Ml,00006900017000,59.9,15
0001,Pepsi Diet 355 Ml,00006900002078,59.9,15
0001,Cocacola Cherry Coke 330 Ml,00544900001950,55.96,6
0001,Teja Soda Masala 250 Ml,00006033511384,55.96,6
0001,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,51.96,6
0001,1642Toni Bev Sparkling Light 750 Ml,00062805581936,50.94,9
0001,Phillips Soda Spitfire Gngrale 355 Ml,00081827801904,47.92,12
0001,Pepsi Multipack 4260 Ml,00006900001984,39.98,3
0001,Canaddry Ginger Ale Zero Sugar 355 Ml,00006210001018,39.96,6
0001,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,39.16,6
0001,Canaddry Gng Ale Crft Prem 237 Ml,00006210001133,33.98,3
0001,A&W Root Beer 1332 Ml,00005953101282,27.98,3
0001,Cocacola Zero Sugar Move 300 Ml,00006700001017,27.98,3
0001,Stewart Soda Black Cherry 355 Ml,00009879401039,27.98,3
0001,Sumol Drink Passionfruit 330 Ml,00068297801133,27.98,3
0001,Pepsi Zero Sugar 355 Ml,00006900016900,25.98,3
0001,Grizzlypaw Black Cherry Cola 1420 Ml,00087452801000,25.98,3
0001,Minhascr Soda Black Cherry 330 Ml,00008526841479,21.98,3
0001,Annex Ginger Beer 355 Ml,00062850433305,16.98,3
0001,Rieme Pink Lemonade Crackling 330 Ml,00085123101020,15.98,3
0001,Canaddry Gingerale Diet Blckb 355 Ml,00006210001192,13.98,3
0001,Drpepper Diet 355 Ml,00005490001030,0,0
0001,Pepsi Zero Sugar 1332 Ml,00006900015936,0,0
0001,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,0,0
0001,Fentiman Ginger Beer 275 Ml,00502939601031,0,0
0001,Jarritos Soft Drink S/Bry Frt 370 Ml,00009047842009,0,0
0001,Cocacola Softdrink Zero Cherry 355 Ml,00006700001819,0,0
0001,Cocacola Zero Sugar Ultimate 500 Ml,00006700002159,0,0
0001,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,0,0
0001,Cocacola Zero Sugar Zero Caff 355 Ml,00006700002116,0,0
0001,Fevertre Ginger Beer 200Ml 800 Ml,00089819501127,0,0
0001,Jonesoda Pineapple Cream Soda 355 Ml,00062022121013,0,0
0001,Sprite Zero 4260 Ml,00006700001387,0,0
0001,Dandypop Drink Sour Peach 355 Ml,00062850424960,0,0
0001,Crush Birch Beer 591Ml 591 Ml,00005600001547,0,0
0001,Fevertre Tonic Water Light 800 Ml,00506010846023,0,0
0001,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,0,0
0001,Crush Soda Pineapple 2L 2000 Ml,00005600001347,0,0
0001,Sprite 250 Ml,00006700001921,0,0
0001,Reeds Ginger Brew Extra 355 Ml,00003391901007,0,0
0001,Fanta Orange Can 355 Ml,00006700001433,0,0
0001,Sprite Zero 355 Ml,00006700001461,0,0
0001,Mug Rootbeer Diet 355Ml 12Pk 4260 Ml,00006900005077,0,0
0001,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,0,0
0001,Cocacola Zero 4260 Ml,00006700011746,0,0
0001,Gurds Soda Tonic Water 1000 Ml,00005749602147,0,0
0001,7Up Cans 355Ml 12Pk 4260 Ml,00006540001159,0,0
0001,Cocacola Diet 2000 Ml,00006700001897,0,0
0001,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,0,0
0001,Sprite Soft Drink Lymonade 355 Ml,00006700002166,0,0
0001,Big8 Soda Big Up 355 Ml,00006448001303,0,0
0001,Big8 Tonic Diet 355 Ml,00006448001808,0,0
0001,Marco Soda Ginger Can 355 Ml,00062869376104,0,0
0001,Panache Prem Soda Ginger Beer 800 Ml,00062368213400,0,0
0001,Sumol Passion Fruit Drink 1500 Ml,00068297801131,0,0
0001,Jarritos Soft Drink Watermelon 370 Ml,00009047801262,0,0
0001,Fentimans Ginger Beer 800 Ml,00502939601222,0,0
0001,Goya Malt Beverage 6Pk 2130 Ml,00004133108822,0,0
0001,Cocacola Diet 4260 Ml,00006700011403,0,0
0001,Muskoka Old Tyme Orange 355 Ml,00062168063238,0,0
0001,Incakola Soft Drink 2000 Ml,00004900003728,0,0
0001,Brio Chinotto Can 355 Ml,00005995751630,0,0
0001,Grizzlypaw Black Cherry Cola 1420 Ml,00018244001196,0,0
0001,Sparkmth Ccmbr Mint Tonic Try 250 Ml,00081827801932,0,0
0001,Marble Pop Original 200 Ml,00007441078811,0,0
0001,Popshopp Pineapple 355 Ml,00018000901007,0,0
0001,Mountdew Ice 591 Ml,00006900001827,0,0
0001,Annex Root Beer 355 Ml,00062850433304,0,0
0001,Schweppe Ginger Ale 355 Ml,00001660001121,0,0
0001,Big8 Tonic Water 2000 Ml,00006448001142,0,0
0001,Sprkmouth Sprklng Wtr Grpfrt 355 Ml,00081827801346,0,0
0001,Jarritos Soft Drink Tamarind 370 Ml,00009047842002,0,0
0001,Canadadr Lemonade Ginger Ale 355 Ml,00006210001182,0,0
0001,Crush Soda Orange 355 Ml,00005600001155,0,0
0001,Jarritos Grapefruit Soft Drink 370 Ml,00009047842007,0,0
0001,1642 Sparkling Beverage Yuzu 750 Ml,00062805581931,0,0
0001,Mug Rootbeer 355Ml 355 Ml,00006900005050,0,0
0001,Phillips Soda Daredevl Orngcrm 355 Ml,00081827801905,0,0
0001,Cocacola Diet 250 Ml,00006700001919,0,0
0001,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,0,0
0001,Minhascr Ginger Beer 330 Ml,00008526841494,0,0
0001,Muskoka Silver Birch Beer 355 Ml,00062168063244,0,0
0001,Hata Ramune Soda Strawberry 200 Ml,00490249410015,0,0
0001,Coolrngs Energy Drink 250 Ml,00062491301727,0,0
0001,Stewarts Soda Grape 355 Ml,00009879401035,0,0
0008,Fevertre Water Tonic 800 Ml,00089819501101,363.72,42
0008,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,239.88,18
0008,7Up Soft Drink Diet 1332 Ml,00006540001808,217.82,27
0008,A&W Rootbeer 355Ml 355 Ml,00005953101002,191.84,24
0008,Canaddry Gingerale Diet 4260 Ml,00006210001894,188.82,27
0008,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,167.88,18
0008,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,161.88,18
0008,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,119.9,15
0008,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,113.94,9
0008,Sumol Drink Passionfruit 330 Ml,00068297801133,111.92,12
0008,Pepsi Zero Sugar 355 Ml,00006900016900,95.92,12
0008,Grizzlypaw Cream Soda 1420 Ml,00018244001195,87.92,12
0008,Fentiman Soda Tonic Water 275 Ml,00502939601034,80.94,9
0008,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,77.94,9
0008,Pepsi Diet 355 Ml,00006900002078,73.48,18
0008,Comp Soft Drink Cola 1332 Ml,00005574255844,71.94,9
0008,Phillips Soda Spitfire Gngrale 355 Ml,00081827801904,71.88,18
0008,Sprite Soft Drink Lymonade 355 Ml,00006700002166,67.96,6
0008,Fentiman Connoisseur Tonic 800 Ml,00502939601225,59.92,12
0008,Crystal Pepsi 591 Ml,00006900017000,59.9,15
0008,Cocacola Zero Sugar 250 Ml,00006700001920,59.9,15
0008,Sprite 250 Ml,00006700001921,55.96,6
0008,Grizzlypaw Ginger Beer 1420 Ml,00018244001198,55.96,6
0008,Grizzlypaw Root Beer 1420 Ml,00087452801001,51.96,6
0008,Virgil Cream Soda 355 Ml,00003391913345,51.96,6
0008,Mountdew Ice 591 Ml,00006900001827,47.94,9
0008,Rieme Pink Lemonade Crackling 330 Ml,00085123101020,47.94,9
0008,Jarritos Soft Drink Hibiscus 370 Ml,00009047801264,47.94,9
0008,Fanta Orange Can 355 Ml,00006700001433,43.96,6
0008,Canaddry Gng Ale Crft Prem 237 Ml,00006210001133,33.98,3
0008,Annex Ginger Beer 355 Ml,00062850433305,33.96,6
0008,Cocacola Soft Drink Bottle 300 Ml,00006700001805,31.98,3
0008,Nestea Iced Tea 500 Ml,00005500018383,31.98,3
0008,A&W Root Beer 1332 Ml,00005953101282,27.98,3
0008,Pepsi Diet Pl 24X355Ml 355 Ml,00006900002124,27.98,3
0008,Philips Soda Cola All Natural 355 Ml,00081827801902,27.98,3
0008,Stewart Soda Black Cherry 355 Ml,00009879401039,27.98,3
0008,Teja Soda Masala 250 Ml,00006033511384,27.98,3
0008,Grizzlypaw Black Cherry Cola 1420 Ml,00087452801000,25.98,3
0008,Pepsi Zero Sugar 1332 Ml,00006900015936,23.98,3
0008,Minhascr Soda Black Cherry 330 Ml,00008526841479,21.98,3
0008,Canaddry Ginger Ale Zero Sugar 355 Ml,00006210001018,19.98,3
0008,Stewarts Soda Cream 355 Ml,00009879401037,19.98,3
0008,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,19.58,3
0008,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,19.58,3
0008,Panache Prem Soda Tonic Water 800 Ml,00062368213401,19.58,3
0008,Fentimans Ginger Beer 800 Ml,00502939601222,19.58,3
0008,Sprkmouth Sprklng Wtr Grpfrt 355 Ml,00081827801346,16.98,3
0008,Jarritos Soft Drink Tamarind 370 Ml,00009047842002,16.98,3
0008,Jarritos Grapefruit Soft Drink 370 Ml,00009047842007,16.98,3
0008,1642Toni Bev Sparkling Light 750 Ml,00062805581936,16.98,3
0008,Drpepper Diet 355 Ml,00005490001030,0,0
0008,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,0,0
0008,Fentiman Ginger Beer 275 Ml,00502939601031,0,0
0008,Jarritos Soft Drink S/Bry Frt 370 Ml,00009047842009,0,0
0008,Cocacola Softdrink Zero Cherry 355 Ml,00006700001819,0,0
0008,Cocacola Zero Sugar Ultimate 500 Ml,00006700002159,0,0
0008,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,0,0
0008,Cocacola Zero Sugar Zero Caff 355 Ml,00006700002116,0,0
0008,Fevertre Ginger Beer 200Ml 800 Ml,00089819501127,0,0
0008,Cocacola Zero Sugar Move 300 Ml,00006700001017,0,0
0008,Jonesoda Pineapple Cream Soda 355 Ml,00062022121013,0,0
0008,Sprite Zero 4260 Ml,00006700001387,0,0
0008,Dandypop Drink Sour Peach 355 Ml,00062850424960,0,0
0008,Crush Birch Beer 591Ml 591 Ml,00005600001547,0,0
0008,Cocacola Zero Sugar Dreamworld 500 Ml,00006700002146,0,0
0008,Maguary Cashew Juice 1000 Ml,00789600054035,0,0
0008,Fevertre Tonic Water Light 800 Ml,00506010846023,0,0
0008,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,0,0
0008,Crush Soda Pineapple 2L 2000 Ml,00005600001347,0,0
0008,Big8 Soft Drink Pineapple 355 Ml,00006448010529,0,0
0008,Reeds Ginger Brew Extra 355 Ml,00003391901007,0,0
0008,Sprite Zero 355 Ml,00006700001461,0,0
0008,Mug Rootbeer Diet 355Ml 12Pk 4260 Ml,00006900005077,0,0
0008,Pepsi Multipack 4260 Ml,00006900001984,0,0
0008,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,0,0
0008,Cocacola Zero 4260 Ml,00006700011746,0,0
0008,Gurds Soda Tonic Water 1000 Ml,00005749602147,0,0
0008,7Up Cans 355Ml 12Pk 4260 Ml,00006540001159,0,0
0008,Cocacola Diet 2000 Ml,00006700001897,0,0
0008,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,0,0
0008,Big8 Soda Big Up 355 Ml,00006448001303,0,0
0008,Big8 Tonic Diet 355 Ml,00006448001808,0,0
0008,Cocacola Cherry Coke 330 Ml,00544900001950,0,0
0008,Canaddry Gingerale Diet Blckb 355 Ml,00006210001192,0,0
